Datetime,Ticker,adj close,close,high,low,open,volume
2024-06-03 15:30:00-04:00,CPAY,258.239990234375,258.239990234375,259.07000732421875,258.1579895019531,258.69000244140625,0
2024-06-03 15:30:00-04:00,INCY,58.79999923706055,58.79999923706055,59.064998626708984,58.75,59.0099983215332,0
2024-06-03 15:30:00-04:00,PFE,29.31999969482422,29.31999969482422,29.34000015258789,29.219999313354492,29.295000076293945,0
2024-06-03 15:30:00-04:00,ROP,536.280029296875,536.280029296875,536.280029296875,533.7100219726562,533.9149780273438,0
2024-06-03 15:30:00-04:00,XYL,138.6300048828125,138.6300048828125,138.9199981689453,138.2899932861328,138.49000549316406,0
2024-06-04 09:30:00-04:00,CPAY,258.32501220703125,258.32501220703125,258.8900146484375,256.2709045410156,257.2300109863281,70299
2024-06-04 09:30:00-04:00,INCY,59.08000183105469,59.08000183105469,59.189998626708984,58.52000045776367,58.66999816894531,347491
2024-06-04 09:30:00-04:00,PFE,29.538999557495117,29.538999557495117,29.729999542236328,29.170000076293945,29.299999237060547,6502084
2024-06-04 09:30:00-04:00,ROP,541.8800048828125,541.8800048828125,542.0800170898438,534.989990234375,534.989990234375,60632
2024-06-04 09:30:00-04:00,XYL,137.9600067138672,137.9600067138672,138.72999572753906,137.61000061035156,138.19000244140625,109271
2024-06-04 10:30:00-04:00,CPAY,259.2099914550781,259.2099914550781,259.25,257.1449890136719,258.3299865722656,61019
2024-06-04 10:30:00-04:00,INCY,58.93000030517578,58.93000030517578,59.130001068115234,58.650001525878906,59.08000183105469,395248
2024-06-04 10:30:00-04:00,PFE,29.315000534057617,29.315000534057617,29.549999237060547,29.299999237060547,29.530000686645508,4705641
2024-06-04 10:30:00-04:00,ROP,541.530029296875,541.530029296875,543.0399780273438,541.25,541.8350219726562,55108
2024-06-04 10:30:00-04:00,XYL,136.57000732421875,136.57000732421875,138.01499938964844,136.50999450683594,137.9600067138672,97378
2024-06-04 11:30:00-04:00,CPAY,257.9649963378906,257.9649963378906,259.1199951171875,257.45001220703125,259.1099853515625,37661
2024-06-04 11:30:00-04:00,INCY,59.119998931884766,59.119998931884766,59.20000076293945,58.83000183105469,58.92499923706055,513593
2024-06-04 11:30:00-04:00,PFE,29.354999542236328,29.354999542236328,29.3700008392334,29.200000762939453,29.309999465942383,2381357
2024-06-04 11:30:00-04:00,ROP,539.9500122070312,539.9500122070312,541.4400024414062,538.3699951171875,541.1599731445312,31508
2024-06-04 11:30:00-04:00,XYL,136.73500061035156,136.73500061035156,136.7449951171875,136.3300018310547,136.56500244140625,84999
2024-06-04 12:30:00-04:00,CPAY,257.4949951171875,257.4949951171875,257.9649963378906,257.20001220703125,257.82000732421875,36079
2024-06-04 12:30:00-04:00,INCY,59.09000015258789,59.09000015258789,59.31999969482422,59.029998779296875,59.130001068115234,534140
2024-06-04 12:30:00-04:00,PFE,29.649999618530273,29.649999618530273,29.674999237060547,29.329999923706055,29.360000610351562,4440098
2024-06-04 12:30:00-04:00,ROP,542.02001953125,542.02001953125,543.5,539.9450073242188,539.9500122070312,42493
2024-06-04 12:30:00-04:00,XYL,136.97000122070312,136.97000122070312,136.97000122070312,136.52999877929688,136.72000122070312,55992
2024-06-04 13:30:00-04:00,CPAY,257.5400085449219,257.5400085449219,257.57501220703125,256.8800048828125,257.57501220703125,44333
2024-06-04 13:30:00-04:00,INCY,59.04999923706055,59.04999923706055,59.1349983215332,58.90999984741211,59.07500076293945,557762
2024-06-04 13:30:00-04:00,PFE,29.628000259399414,29.628000259399414,29.670000076293945,29.529499053955078,29.645000457763672,2445334
2024-06-04 13:30:00-04:00,ROP,544.4299926757812,544.4299926757812,544.7449951171875,542.0999755859375,542.5399780273438,39120
2024-06-04 13:30:00-04:00,XYL,137.35299682617188,137.35299682617188,137.63999938964844,136.6649932861328,137.02999877929688,86031
2024-06-04 14:30:00-04:00,CPAY,258.8599853515625,258.8599853515625,258.8599853515625,257.1400146484375,257.4200134277344,169687
2024-06-04 14:30:00-04:00,INCY,58.810001373291016,58.810001373291016,59.099998474121094,58.75749969482422,59.040000915527344,626102
2024-06-04 14:30:00-04:00,PFE,29.44499969482422,29.44499969482422,29.709999084472656,29.440000534057617,29.6299991607666,5669567
2024-06-04 14:30:00-04:00,ROP,544.1849975585938,544.1849975585938,544.4299926757812,543.1699829101562,544.4299926757812,43355
2024-06-04 14:30:00-04:00,XYL,136.71499633789062,136.71499633789062,137.42999267578125,136.68499755859375,137.40499877929688,103720
2024-06-04 15:30:00-04:00,CPAY,257.8999938964844,257.8999938964844,259.2300109863281,257.67999267578125,258.989990234375,142711
2024-06-04 15:30:00-04:00,INCY,58.54999923706055,58.54999923706055,58.84000015258789,58.54999923706055,58.810001373291016,748170
2024-06-04 15:30:00-04:00,PFE,29.5,29.5,29.510000228881836,29.399999618530273,29.44499969482422,6956677
2024-06-04 15:30:00-04:00,ROP,543.530029296875,543.530029296875,544.3900146484375,542.469970703125,543.8900146484375,115171
2024-06-04 15:30:00-04:00,XYL,137.08999633789062,137.08999633789062,137.11000061035156,136.57000732421875,136.69000244140625,213454
