Date,Ticker,adj close,close,high,low,open,volume
1985-01-01,PFE,0.45564505457878113,1.5615119934082031,1.665282964706421,1.526921033859253,1.6603419780731201,265858430.0
1985-02-01,PFE,0.4686729907989502,1.5911610126495361,1.6158679723739624,1.4873889684677124,1.556570053100586,263516019.0
1985-03-01,PFE,0.4992382526397705,1.694931983947754,1.7344640493392944,1.566452980041504,1.6059850454330444,259807627.0
1985-04-01,PFE,0.518159806728363,1.7591710090637207,1.783879041671753,1.6504590511322021,1.694931983947754,214798454.0
1985-05-01,PFE,0.5822020769119263,1.9765969514846802,2.01118803024292,1.7196389436721802,1.764112949371338,294141889.0
1985-06-01,PFE,0.5808110237121582,1.9568309783935547,2.0260119438171387,1.853060007095337,1.9864799976348877,217135806.0
1985-07-01,PFE,0.5661441683769226,1.9074159860610962,2.1248419284820557,1.8678840398788452,1.951889991760254,242340741.0
1985-08-01,PFE,0.5688875317573547,1.9024749994277954,1.9667140245437622,1.8481179475784302,1.9172990322113037,178400040.0
1985-09-01,PFE,0.5600214004516602,1.8728259801864624,1.9370650053024292,1.7394050359725952,1.9074159860610962,202669021.0
1985-10-01,PFE,0.5408123135566711,1.8085860013961792,1.9370650053024292,1.7295219898223877,1.8777669668197632,273793788.0
1985-11-01,PFE,0.6309477090835571,2.1100170612335205,2.1297829151153564,1.8135279417037964,1.8135279417037964,249798000.0
1985-12-01,PFE,0.6029012799263,2.001305103302002,2.2236719131469727,1.8777669668197632,2.1050760746002197,310053070.0
1986-01-01,PFE,0.5761061906814575,1.912358045578003,2.0951929092407227,1.8283519744873047,2.001305103302002,410769097.0
1986-02-01,PFE,0.6652736067771912,2.1890809535980225,2.2187299728393555,1.9024749994277954,1.912358045578003,299755071.0
1986-03-01,PFE,0.7223398685455322,2.3768579959869385,2.4114480018615723,2.0457780361175537,2.1989641189575195,296266752.0
1986-04-01,PFE,0.7118279337882996,2.3422679901123047,2.5646350383758545,2.1890809535980225,2.3768579959869385,206068804.0
1986-05-01,PFE,0.7553784251213074,2.4855709075927734,2.5201609134674072,2.2681450843811035,2.3373260498046875,187339645.0
1986-06-01,PFE,0.8649588227272034,2.8265340328216553,2.861124038696289,2.3966240882873535,2.490511894226074,242687293.0
1986-07-01,PFE,0.8074967265129089,2.6387569904327393,2.880889892578125,2.5300440788269043,2.821592092514038,251874802.0
1986-08-01,PFE,0.8276829719543457,2.6881721019744873,2.811708927154541,2.6091079711914062,2.6387569904327393,160414586.0
1986-09-01,PFE,0.7059652209281921,2.2928531169891357,2.6980550289154053,2.2335550785064697,2.6931140422821045,297005397.0
1986-10-01,PFE,0.7272658944129944,2.3620340824127197,2.4460389614105225,2.2236719131469727,2.3126189708709717,230775408.0
1986-11-01,PFE,0.7424798607826233,2.4114480018615723,2.4806289672851562,2.2928531169891357,2.3719170093536377,171582770.0
1986-12-01,PFE,0.747524619102478,2.4114480018615723,2.5498099327087402,2.3521509170532227,2.4015650749206543,219556631.0
1987-01-01,PFE,0.8302433490753174,2.6782889366149902,2.742527961730957,2.4163899421691895,2.4163899421691895,311831382.0
1987-02-01,PFE,0.8991552591323853,2.880889892578125,3.0439600944519043,2.6535820960998535,2.6634650230407715,267462197.0
1987-03-01,PFE,0.8929858207702637,2.861124038696289,3.0143110752105713,2.791943073272705,2.880889892578125,297463253.0
1987-04-01,PFE,0.8698519468307495,2.7870020866394043,2.989603042602539,2.5596930980682373,2.8364169597625732,270897394.0
1987-05-01,PFE,0.8035332560539246,2.5745179653167725,2.8166511058807373,2.4114480018615723,2.782059907913208,225658031.0
1987-06-01,PFE,0.8942766189575195,2.846299886703491,2.9253640174865723,2.5498099327087402,2.5942840576171875,223925251.0
1987-07-01,PFE,0.9175651669502258,2.920422077178955,2.974778890609741,2.77217698097229,2.851241111755371,192285012.0
1987-08-01,PFE,0.8842211961746216,2.7968850135803223,3.0241940021514893,2.7968850135803223,2.9055979251861572,228463352.0
1987-09-01,PFE,0.865473747253418,2.7375869750976562,2.875948905944824,2.6486399173736572,2.801826000213623,224717016.0
1987-10-01,PFE,0.6576974391937256,2.0803680419921875,2.752410888671875,1.6998729705810547,2.7277040481567383,452307657.0
1987-11-01,PFE,0.5764622092247009,1.823410987854004,2.1841399669647217,1.8085860013961792,2.0704851150512695,232070563.0
1987-12-01,PFE,0.5877971649169922,1.8431769609451294,2.0951929092407227,1.630692958831787,1.8580009937286377,377479562.0
1988-01-01,PFE,0.688652753829956,2.1594319343566895,2.1693150997161865,1.8728259801864624,1.8777669668197632,327259411.0
1988-02-01,PFE,0.6855009198188782,2.1495490074157715,2.1841399669647217,1.981539011001587,2.1693150997161865,177656338.0
1988-03-01,PFE,0.7016546726226807,2.1791980266571045,2.2730870246887207,2.1149590015411377,2.1347250938415527,262595249.0
1988-04-01,PFE,0.7000635862350464,2.1742570400238037,2.3817989826202393,2.1248419284820557,2.1841399669647217,273275218.0
1988-05-01,PFE,0.6634693145751953,2.0606019496917725,2.2236719131469727,1.9074159860610962,2.1742570400238037,206918753.0
1988-06-01,PFE,0.6636590957641602,2.0408360958099365,2.1446080207824707,1.9765969514846802,2.0853099822998047,199775159.0
1988-07-01,PFE,0.6604459881782532,2.030953884124756,2.0853099822998047,1.9617730379104614,2.030953884124756,219637579.0
1988-08-01,PFE,0.6589354872703552,2.0062460899353027,2.1050760746002197,1.9716559648513794,2.0408360958099365,209387642.0
1988-09-01,PFE,0.7060019969940186,2.1495490074157715,2.1791980266571045,1.9765969514846802,2.001305103302002,172035568.0
1988-10-01,PFE,0.7417076826095581,2.2582619190216064,2.3817989826202393,2.1347250938415527,2.1643741130828857,192866824.0
1988-11-01,PFE,0.7368389964103699,2.2434380054473877,2.2780280113220215,2.1446080207824707,2.2632040977478027,145621483.0
1988-12-01,PFE,0.7599461674690247,2.2928531169891357,2.3620340824127197,2.2039060592651367,2.2434380054473877,164742728.0
1989-01-01,PFE,0.7550325989723206,2.2780280113220215,2.3225018978118896,2.1890809535980225,2.2829699516296387,199499433.0
1989-02-01,PFE,0.729408860206604,2.1791980266571045,2.3323850631713867,2.1347250938415527,2.2681450843811035,232166690.0
1989-03-01,PFE,0.7608347535133362,2.2730870246887207,2.2730870246887207,2.1544909477233887,2.1940228939056396,181169950.0
1989-04-01,PFE,0.8187241554260254,2.4460389614105225,2.4608631134033203,2.2681450843811035,2.2780280113220215,205780431.0
1989-05-01,PFE,0.8071456551551819,2.4114480018615723,2.5399270057678223,2.3817989826202393,2.4312140941619873,180717154.0
1989-06-01,PFE,0.7657354474067688,2.2681450843811035,2.4707460403442383,2.2286128997802734,2.4114480018615723,283150777.0
1989-07-01,PFE,0.8675000071525574,2.5695760250091553,2.5844008922576904,2.2681450843811035,2.2780280113220215,202959925.0
1989-08-01,PFE,0.9328811764717102,2.7375869750976562,2.7573530673980713,2.4806289672851562,2.5646350383758545,243587832.0
1989-09-01,PFE,0.9244617223739624,2.7128798961639404,2.7968850135803223,2.6140499114990234,2.752410888671875,225055985.0
1989-10-01,PFE,0.9109899997711182,2.6733479499816895,2.752410888671875,2.490511894226074,2.6980550289154053,204786298.0
1989-11-01,PFE,0.9985525608062744,2.930305004119873,2.969836950302124,2.6338160037994385,2.6980550289154053,299256737.0
1989-12-01,PFE,0.9435974359512329,2.747469902038574,2.9945449829101562,2.5844008922576904,2.930305004119873,287453627.0
1990-01-01,PFE,0.9300202131271362,2.7079379558563232,2.8660659790039062,2.6436989307403564,2.752410888671875,226449793.0
1990-02-01,PFE,0.8010396957397461,2.3323850631713867,2.7672359943389893,2.1544909477233887,2.7277040481567383,641015818.0
1990-03-01,PFE,0.8302828073501587,2.3966240882873535,2.4460389614105225,2.2829699516296387,2.3422679901123047,356539532.0
1990-04-01,PFE,0.7772133946418762,2.2434380054473877,2.3669750690460205,2.2335550785064697,2.3027360439300537,316662915.0
1990-05-01,PFE,0.902184009552002,2.6041669845581055,2.618990898132324,2.1742570400238037,2.2434380054473877,349565425.0
1990-06-01,PFE,0.8869945406913757,2.5349860191345215,2.6338160037994385,2.4658050537109375,2.6288740634918213,246744772.0
1990-07-01,PFE,1.0477954149246216,2.9945449829101562,3.0143110752105713,2.5201609134674072,2.5498099327087402,370831771.0
1990-08-01,PFE,0.982092022895813,2.8067679405212402,2.989603042602539,2.5448689460754395,2.9846620559692383,278865633.0
1990-09-01,PFE,0.9850147366523743,2.791943073272705,2.8957149982452393,2.6782889366149902,2.791943073272705,198947982.0
1990-10-01,PFE,1.0146523714065552,2.875948905944824,3.132905960083008,2.782059907913208,2.841357946395874,386082729.0
1990-11-01,PFE,1.1262288093566895,3.192203998565674,3.202086925506592,2.8364169597625732,2.90065598487854,280325212.0
1990-12-01,PFE,1.1353425979614258,3.192203998565674,3.231735944747925,3.088433027267456,3.211970090866089,223553401.0
